ProvinceId
868
727
646
336
199
122
122
70
44
32
32
27
25
23
23
16
16
13
11
8
8
8
8
7
7
7
4
3
3
3
3
3
3
2
2
2
2
2
2
2
2
2
2
2
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
